,image,head_pose,drowsiness,emotion,label,result,actual
126,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0264.jpg,0.0,Active!!,Engaged,0.85,1,1
127,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0456.jpg,0.0,Active!!,Engaged,0.85,1,1
128,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0151.jpg,0.0,Active!!,Engaged,0.85,1,1
129,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0363.jpg,1.0,Active!!,Engaged,1.0,1,1
130,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0179.jpg,0.0,Active!!,Confused,0.5,0,1
131,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0020.jpg,0.0,Active!!,Engaged,0.85,1,1
132,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0232.jpg,0.0,Active!!,Engaged,0.85,1,1
133,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0266.jpg,0.0,Active!!,Engaged,0.85,1,1
134,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0262.jpg,0.0,Active!!,Engaged,0.85,1,1
135,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0102.jpg,0.0,Active!!,Frustrated,0.25,0,1
136,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0314.jpg,1.0,Active!!,Engaged,1.0,1,1
137,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0049.jpg,0.0,Active!!,Frustrated,0.25,0,1
138,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0075.jpg,0.0,Active!!,Frustrated,0.25,0,1
139,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0134.jpg,0.0,Active!!,Frustrated,0.25,0,1
140,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0073.jpg,0.0,Active!!,Frustrated,0.25,0,1
141,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0480.jpg,0.0,Active!!,Engaged,0.85,1,1
142,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0489.jpg,0.0,Active!!,Confused,0.5,0,1
143,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0041.jpg,0.0,Active!!,Engaged,0.85,1,1
144,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0243.jpg,1.0,Active!!,Engaged,1.0,1,1
145,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0338.jpg,1.0,Active!!,Engaged,1.0,1,1
146,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0299.jpg,0.0,Active!!,Engaged,0.85,1,1
147,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0354.jpg,1.0,Active!!,Engaged,1.0,1,1
148,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0172.jpg,1.0,Active!!,Engaged,1.0,1,1
149,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0182.jpg,0.0,Active!!,Engaged,0.85,1,1
150,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0196.jpg,1.0,Active!!,Engaged,1.0,1,1
151,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0083.jpg,0.0,Active!!,Engaged,0.85,1,1
152,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0144.jpg,0.0,Active!!,Confused,0.5,0,1
153,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0486.jpg,0.0,Active!!,Engaged,0.85,1,1
154,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0062.jpg,0.0,Active!!,Frustrated,0.25,0,1
155,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0043.jpg,0.0,Active!!,Engaged,0.85,1,1
156,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0308.jpg,1.0,Active!!,Engaged,1.0,1,1
157,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0158.jpg,0.0,Active!!,Engaged,0.85,1,1
158,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0316.jpg,1.0,Active!!,Engaged,1.0,1,1
159,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0295.jpg,0.0,Active!!,Engaged,0.85,1,1
160,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0048.jpg,0.0,Active!!,Frustrated,0.25,0,1
161,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0304.jpg,1.0,Active!!,Engaged,1.0,1,1
162,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0278.jpg,0.0,Active!!,Engaged,0.85,1,1
163,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0303.jpg,0.0,Active!!,Engaged,0.85,1,1
164,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0485.jpg,0.0,Active!!,Engaged,0.85,1,1
165,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0064.jpg,0.0,Active!!,Frustrated,0.25,0,1
166,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0097.jpg,0.0,Active!!,Engaged,0.85,1,1
167,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0088.jpg,0.0,Active!!,Frustrated,0.25,0,1
168,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0227.jpg,0.0,Active!!,Engaged,0.85,1,1
169,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0192.jpg,0.0,Active!!,Engaged,0.85,1,1
170,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0352.jpg,1.0,Active!!,Engaged,1.0,1,1
171,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0143.jpg,0.0,Active!!,Frustrated,0.25,0,1
172,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0148.jpg,0.0,Active!!,Engaged,0.85,1,1
173,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0313.jpg,1.0,Active!!,Engaged,1.0,1,1
174,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0328.jpg,1.0,Active!!,Engaged,1.0,1,1
175,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0160.jpg,0.0,Active!!,Engaged,0.85,1,1
176,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0081.jpg,0.0,Active!!,Engaged,0.85,1,1
177,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0451.jpg,1.0,Active!!,Confused,0.65,1,1
178,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0254.jpg,0.0,Active!!,Engaged,0.85,1,1
179,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0153.jpg,0.0,Active!!,Engaged,0.85,1,1
180,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0321.jpg,1.0,Active!!,Engaged,1.0,1,1
181,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0217.jpg,0.0,Active!!,Engaged,0.85,1,1
182,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0063.jpg,0.0,Active!!,Frustrated,0.25,0,1
183,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0059.jpg,0.0,Active!!,Frustrated,0.25,0,1
184,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0280.jpg,0.0,Active!!,Engaged,0.85,1,1
185,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0187.jpg,0.0,Active!!,Engaged,0.85,1,1
186,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0477.jpg,0.0,Active!!,Confused,0.5,0,1
187,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0139.jpg,0.0,Active!!,Confused,0.5,0,1
188,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0191.jpg,0.0,Active!!,Engaged,0.85,1,1
189,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0309.jpg,1.0,Active!!,Engaged,1.0,1,1
190,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0133.jpg,0.0,Active!!,Frustrated,0.25,0,1
191,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0219.jpg,0.0,Active!!,Confused,0.5,0,1
192,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0159.jpg,0.0,Active!!,Engaged,0.85,1,1
193,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0080.jpg,0.0,Active!!,Engaged,0.85,1,1
194,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0142.jpg,0.0,Active!!,Engaged,0.85,1,1
195,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0204.jpg,1.0,Active!!,Engaged,1.0,1,1
196,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0161.jpg,0.0,Active!!,Engaged,0.85,1,1
197,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0242.jpg,0.0,Active!!,Engaged,0.85,1,1
198,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0216.jpg,0.0,Active!!,Engaged,0.85,1,1
199,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0311.jpg,1.0,Active!!,Engaged,1.0,1,1
200,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0221.jpg,0.0,Active!!,Engaged,0.85,1,1
201,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0484.jpg,0.0,Active!!,Engaged,0.85,1,1
202,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0137.jpg,0.0,Active!!,Frustrated,0.25,0,1
203,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0353.jpg,1.0,Active!!,Engaged,1.0,1,1
204,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0185.jpg,1.0,Active!!,Engaged,1.0,1,1
205,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0177.jpg,0.0,Active!!,Engaged,0.85,1,1
206,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0233.jpg,0.0,Active!!,Engaged,0.85,1,1
207,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0047.jpg,0.0,Active!!,Frustrated,0.25,0,1
208,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0430.jpg,1.0,Active!!,Engaged,1.0,1,1
209,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0367.jpg,1.0,Active!!,Engaged,1.0,1,1
210,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0366.jpg,1.0,Active!!,Engaged,1.0,1,1
211,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0395.jpg,1.0,Active!!,Engaged,1.0,1,1
212,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0201.jpg,0.0,Active!!,Engaged,0.85,1,1
213,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0222.jpg,0.0,Active!!,Engaged,0.85,1,1
214,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0265.jpg,0.0,Active!!,Engaged,0.85,1,1
215,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0037.jpg,0.0,Active!!,Engaged,0.85,1,1
216,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0183.jpg,0.0,Active!!,Engaged,0.85,1,1
217,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0294.jpg,0.0,Active!!,Engaged,0.85,1,1
218,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0166.jpg,1.0,Active!!,Engaged,1.0,1,1
219,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0162.jpg,0.0,Active!!,Engaged,0.85,1,1
220,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0393.jpg,1.0,Active!!,Engaged,1.0,1,1
221,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0373.jpg,1.0,Active!!,Engaged,1.0,1,1
222,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0251.jpg,1.0,Active!!,Engaged,1.0,1,1
223,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0346.jpg,0.0,Active!!,Engaged,0.85,1,1
224,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0194.jpg,0.0,Active!!,Engaged,0.85,1,1
225,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0224.jpg,0.0,Active!!,Engaged,0.85,1,1
226,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0249.jpg,0.0,Active!!,Engaged,0.85,1,1
227,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0293.jpg,0.0,Active!!,Engaged,0.85,1,1
228,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0270.jpg,0.0,Active!!,Engaged,0.85,1,1
229,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0173.jpg,1.0,Active!!,Engaged,1.0,1,1
230,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0368.jpg,1.0,Active!!,Engaged,1.0,1,1
231,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0157.jpg,0.0,Active!!,Engaged,0.85,1,1
232,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0388.jpg,1.0,Active!!,Engaged,1.0,1,1
233,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0050.jpg,0.0,Active!!,Frustrated,0.25,0,1
234,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0296.jpg,0.0,Active!!,Engaged,0.85,1,1
235,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0392.jpg,1.0,Active!!,Engaged,1.0,1,1
236,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0163.jpg,0.0,Active!!,Engaged,0.85,1,1
237,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0099.jpg,0.0,Active!!,Frustrated,0.25,0,1
238,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0394.jpg,1.0,Active!!,Engaged,1.0,1,1
239,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0035.jpg,0.0,Active!!,Engaged,0.85,1,1
240,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0397.jpg,0.0,Active!!,Engaged,0.85,1,1
241,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0479.jpg,1.0,Active!!,Engaged,1.0,1,1
242,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0164.jpg,0.0,Active!!,Engaged,0.85,1,1
243,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0287.jpg,0.0,Active!!,Engaged,0.85,1,1
244,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0071.jpg,0.0,Active!!,Frustrated,0.25,0,1
245,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0306.jpg,1.0,Active!!,Engaged,1.0,1,1
246,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0244.jpg,1.0,Active!!,Engaged,1.0,1,1
247,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0361.jpg,1.0,Active!!,Engaged,1.0,1,1
248,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0322.jpg,0.0,Active!!,Engaged,0.85,1,1
249,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0253.jpg,1.0,Active!!,Engaged,1.0,1,1
250,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0241.jpg,0.0,Active!!,Engaged,0.85,1,1
251,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0087.jpg,0.0,Active!!,Frustrated,0.25,0,1
252,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0205.jpg,0.0,Active!!,Engaged,0.85,1,1
253,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0230.jpg,0.0,Active!!,Engaged,0.85,1,1
254,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0310.jpg,1.0,Active!!,Engaged,1.0,1,1
255,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0198.jpg,0.0,Active!!,Engaged,0.85,1,1
256,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0152.jpg,0.0,Active!!,Engaged,0.85,1,1
257,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0220.jpg,0.0,Active!!,Engaged,0.85,1,1
258,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0215.jpg,0.0,Active!!,Engaged,0.85,1,1
259,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0481.jpg,0.0,Active!!,Engaged,0.85,1,1
260,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0100.jpg,0.0,Active!!,Frustrated,0.25,0,1
261,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0060.jpg,0.0,Active!!,Frustrated,0.25,0,1
262,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0045.jpg,0.0,Active!!,Frustrated,0.25,0,1
263,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0305.jpg,1.0,Active!!,Engaged,1.0,1,1
264,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0199.jpg,1.0,Active!!,Engaged,1.0,1,1
265,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0069.jpg,0.0,Active!!,Frustrated,0.25,0,1
266,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0054.jpg,0.0,Active!!,Frustrated,0.25,0,1
267,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0276.jpg,0.0,Active!!,Engaged,0.85,1,1
268,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0256.jpg,0.0,Active!!,Engaged,0.85,1,1
269,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0326.jpg,1.0,Active!!,Engaged,1.0,1,1
270,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0324.jpg,1.0,Active!!,Engaged,1.0,1,1
271,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0218.jpg,0.0,Active!!,Confused,0.5,0,1
272,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0332.jpg,0.0,Active!!,Engaged,0.85,1,1
273,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0033.jpg,0.0,Active!!,Engaged,0.85,1,1
274,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0340.jpg,1.0,Active!!,Engaged,1.0,1,1
275,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0491.jpg,0.0,Active!!,Confused,0.5,0,1
276,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0356.jpg,1.0,Active!!,Engaged,1.0,1,1
277,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0149.jpg,0.0,Active!!,Engaged,0.85,1,1
278,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0174.jpg,1.0,Active!!,Engaged,1.0,1,1
279,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0034.jpg,0.0,Active!!,Engaged,0.85,1,1
280,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0396.jpg,1.0,Active!!,Engaged,1.0,1,1
281,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0257.jpg,1.0,Active!!,Engaged,1.0,1,1
282,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0072.jpg,0.0,Active!!,Frustrated,0.25,0,1
283,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0066.jpg,0.0,Active!!,Frustrated,0.25,0,1
284,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0267.jpg,0.0,Active!!,Engaged,0.85,1,1
285,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0359.jpg,1.0,Active!!,Engaged,1.0,1,1
286,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0329.jpg,1.0,Active!!,Engaged,1.0,1,1
287,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0301.jpg,0.0,Active!!,Engaged,0.85,1,1
288,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0365.jpg,1.0,Active!!,Engaged,1.0,1,1
289,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0211.jpg,0.0,Active!!,Engaged,0.85,1,1
290,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0428.jpg,1.0,Active!!,Engaged,1.0,1,1
291,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0482.jpg,0.0,Active!!,Engaged,0.85,1,1
292,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0298.jpg,0.0,Active!!,Engaged,0.85,1,1
293,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0150.jpg,0.0,Active!!,Engaged,0.85,1,1
294,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0189.jpg,0.0,Active!!,Engaged,0.85,1,1
295,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0085.jpg,0.0,Active!!,Engaged,0.85,1,1
296,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0488.jpg,0.0,Active!!,Engaged,0.85,1,1
297,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0385.jpg,1.0,Active!!,Engaged,1.0,1,1
298,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0051.jpg,0.0,Active!!,Frustrated,0.25,0,1
299,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0360.jpg,1.0,Active!!,Engaged,1.0,1,1
300,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0336.jpg,1.0,Active!!,Engaged,1.0,1,1
301,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0427.jpg,1.0,Active!!,Engaged,1.0,1,1
302,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0090.jpg,0.0,Active!!,Frustrated,0.25,0,1
303,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0283.jpg,0.0,Active!!,Engaged,0.85,1,1
304,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0231.jpg,0.0,Active!!,Engaged,0.85,1,1
305,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0138.jpg,0.0,Active!!,Frustrated,0.25,0,1
306,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0343.jpg,1.0,Active!!,Engaged,1.0,1,1
307,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0453.jpg,1.0,Active!!,Confused,0.65,1,1
308,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0212.jpg,0.0,Active!!,Confused,0.5,0,1
309,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0286.jpg,0.0,Active!!,Engaged,0.85,1,1
310,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0399.jpg,0.0,Active!!,Engaged,0.85,1,1
311,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0317.jpg,1.0,Active!!,Engaged,1.0,1,1
312,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0248.jpg,0.0,Active!!,Engaged,0.85,1,1
313,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0342.jpg,1.0,Active!!,Engaged,1.0,1,1
314,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0225.jpg,0.0,Active!!,Engaged,0.85,1,1
315,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0156.jpg,0.0,Active!!,Engaged,0.85,1,1
316,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0084.jpg,0.0,Active!!,Engaged,0.85,1,1
317,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0374.jpg,1.0,Active!!,Engaged,1.0,1,1
318,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0401.jpg,0.0,Active!!,Engaged,0.85,1,1
319,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0167.jpg,0.0,Active!!,Engaged,0.85,1,1
320,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0229.jpg,0.0,Active!!,Engaged,0.85,1,1
321,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0190.jpg,0.0,Active!!,Engaged,0.85,1,1
322,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0223.jpg,0.0,Active!!,Engaged,0.85,1,1
323,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0358.jpg,1.0,Active!!,Engaged,1.0,1,1
324,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0197.jpg,0.0,Active!!,Engaged,0.85,1,1
325,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0487.jpg,0.0,Active!!,Engaged,0.85,1,1
326,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0038.jpg,0.0,Active!!,Engaged,0.85,1,1
327,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0325.jpg,1.0,Active!!,Engaged,1.0,1,1
328,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0319.jpg,1.0,Active!!,Engaged,1.0,1,1
329,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0344.jpg,1.0,Active!!,Engaged,1.0,1,1
330,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0339.jpg,1.0,Active!!,Engaged,1.0,1,1
331,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0263.jpg,0.0,Active!!,Engaged,0.85,1,1
332,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0275.jpg,0.0,Active!!,Engaged,0.85,1,1
333,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0389.jpg,1.0,Active!!,Engaged,1.0,1,1
334,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0180.jpg,0.0,Active!!,Engaged,0.85,1,1
335,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0288.jpg,0.0,Active!!,Engaged,0.85,1,1
336,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0036.jpg,0.0,Active!!,Engaged,0.85,1,1
337,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0039.jpg,0.0,Active!!,Engaged,0.85,1,1
338,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0297.jpg,0.0,Active!!,Engaged,0.85,1,1
339,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0236.jpg,0.0,Active!!,Engaged,0.85,1,1
340,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0291.jpg,0.0,Active!!,Engaged,0.85,1,1
341,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0234.jpg,0.0,Active!!,Engaged,0.85,1,1
342,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0400.jpg,0.0,Active!!,Engaged,0.85,1,1
343,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0425.jpg,0.0,Active!!,Engaged,0.85,1,1
344,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0274.jpg,0.0,Active!!,Engaged,0.85,1,1
345,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0335.jpg,1.0,Active!!,Engaged,1.0,1,1
346,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0281.jpg,0.0,Active!!,Engaged,0.85,1,1
347,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0206.jpg,0.0,Active!!,Engaged,0.85,1,1
348,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0284.jpg,0.0,Active!!,Engaged,0.85,1,1
349,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0101.jpg,0.0,Active!!,Frustrated,0.25,0,1
350,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0245.jpg,0.0,Active!!,Engaged,0.85,1,1
351,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0210.jpg,0.0,Active!!,Engaged,0.85,1,1
352,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0483.jpg,0.0,Active!!,Engaged,0.85,1,1
353,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0239.jpg,0.0,Active!!,Engaged,0.85,1,1
354,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0186.jpg,1.0,Active!!,Engaged,1.0,1,1
355,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0330.jpg,1.0,Active!!,Engaged,1.0,1,1
356,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0202.jpg,1.0,Active!!,Engaged,1.0,1,1
357,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0272.jpg,0.0,Active!!,Engaged,0.85,1,1
358,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0096.jpg,0.0,Active!!,Engaged,0.85,1,1
359,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0168.jpg,0.0,Active!!,Engaged,0.85,1,1
360,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0086.jpg,0.0,Active!!,Frustrated,0.25,0,1
361,../input/studentengagement/Student-engagement-dataset/Engaged/confused/0357.jpg,1.0,Active!!,Engaged,1.0,1,1
